epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,9543.15,1.23488,0.49528,0.98543,0.92843,0.82017,0.84444,0.47006,1.53718,0.61406,1.06097,0.000459788,0.000459788,0.000459788
186,9594.55,1.23559,0.49401,0.99116,0.94733,0.81177,0.84295,0.47601,1.52023,0.60929,1.05749,0.000459362,0.000459362,0.000459362
187,9646.03,1.23727,0.48999,0.98986,0.94591,0.82399,0.84905,0.46827,1.52772,0.60744,1.06079,0.000458934,0.000458934,0.000458934
188,9697.52,1.2625,0.49304,0.99973,0.92719,0.82383,0.83975,0.47204,1.50954,0.60571,1.05663,0.000458504,0.000458504,0.000458504
189,9749.03,1.23154,0.48512,0.98894,0.94017,0.80749,0.82947,0.46404,1.52888,0.6179,1.05695,0.000458072,0.000458072,0.000458072
190,9800.3,1.2358,0.48403,0.98567,0.95063,0.83245,0.85906,0.4776,1.52691,0.59444,1.05313,0.000457638,0.000457638,0.000457638
191,9851.6,1.20515,0.47986,0.98626,0.95654,0.82289,0.85627,0.46717,1.55615,0.59824,1.06453,0.000457202,0.000457202,0.000457202
192,9902.59,1.21789,0.49055,0.99351,0.92946,0.80031,0.82008,0.4539,1.52767,0.61094,1.05777,0.000456764,0.000456764,0.000456764
193,9953.63,1.19999,0.48,0.97887,0.94045,0.90384,0.91932,0.52081,1.52138,0.58373,1.05624,0.000456324,0.000456324,0.000456324
194,10004.9,1.18297,0.47415,0.98936,0.93847,0.84556,0.87714,0.49375,1.53009,0.60665,1.05736,0.000455882,0.000455882,0.000455882
195,10056.2,1.20019,0.48121,0.97706,0.95939,0.85753,0.89999,0.49801,1.5643,0.59848,1.06745,0.000455438,0.000455438,0.000455438
196,10107.3,1.20733,0.48089,0.98145,0.93953,0.88303,0.91265,0.50931,1.54149,0.58053,1.06321,0.000454992,0.000454992,0.000454992
197,10158.5,1.20305,0.47935,0.97953,0.90852,0.79364,0.82245,0.45735,1.52912,0.61562,1.06359,0.000454544,0.000454544,0.000454544
198,10209.9,1.1846,0.47517,0.97527,0.93724,0.8894,0.92845,0.52576,1.52205,0.59508,1.05747,0.000454094,0.000454094,0.000454094
199,10261.1,1.20509,0.47896,0.98204,0.90812,0.8102,0.82526,0.46506,1.50716,0.60825,1.0562,0.000453642,0.000453642,0.000453642
200,10312.3,1.16793,0.46726,0.9698,0.92858,0.85752,0.87831,0.50406,1.49319,0.6047,1.04781,0.000453188,0.000453188,0.000453188
201,10363.9,1.1795,0.47,0.97717,0.919,0.8511,0.87999,0.49893,1.51941,0.60052,1.05759,0.000452732,0.000452732,0.000452732
202,10415.8,1.18472,0.47311,0.98488,0.95081,0.90407,0.92557,0.51598,1.52084,0.59212,1.05649,0.000452274,0.000452274,0.000452274
203,10467.6,1.19794,0.47017,0.97916,0.92119,0.75441,0.77443,0.42453,1.54814,0.65714,1.0702,0.000451814,0.000451814,0.000451814
